"Step","CIFAR100_CNN_FedALA_sgd_lr0.005_20classes_st - Global/Timestep Angle After","CIFAR100_CNN_FedALA_sgd_lr0.005_20classes_st - Global/Timestep Angle After__MIN","CIFAR100_CNN_FedALA_sgd_lr0.005_20classes_st - Global/Timestep Angle After__MAX","CIFAR100_CNN_FedDBE_sgd_lr0.005_20classes_st - Global/Timestep Angle After","CIFAR100_CNN_FedDBE_sgd_lr0.005_20classes_st - Global/Timestep Angle After__MIN","CIFAR100_CNN_FedDBE_sgd_lr0.005_20classes_st - Global/Timestep Angle After__MAX","CIFAR100_CNN_FedAvg_sgd_lr0.005_20classes_st - Global/Timestep Angle After","CIFAR100_CNN_FedAvg_sgd_lr0.005_20classes_st - Global/Timestep Angle After__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005_20classes_st - Global/Timestep Angle After__MAX","CIFAR100_CNN_FedAvg_sgd_lr0.005_st - Global/Timestep Angle After","CIFAR100_CNN_FedAvg_sgd_lr0.005_st - Global/Timestep Angle After__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005_st - Global/Timestep Angle After__MAX"
"0","0","0","0","0.9999999761581421","0.9999999761581421","0.9999999761581421","0","0","0","0","0","0"
"1","1.0000000238418578","1.0000000238418578","1.0000000238418578","1.000000035762787","1.000000035762787","1.000000035762787","0.9999999821186065","0.9999999821186065","0.9999999821186065","1.0000000476837159","1.0000000476837159","1.0000000476837159"
"2","1.0000000417232513","1.0000000417232513","1.0000000417232513","0.9999999940395355","0.9999999940395355","0.9999999940395355","0.9999999880790711","0.9999999880790711","0.9999999880790711","1.0000000238418578","1.0000000238418578","1.0000000238418578"
"3","1.0000000178813935","1.0000000178813935","1.0000000178813935","1.0000000238418578","1.0000000238418578","1.0000000238418578","0.9999999582767487","0.9999999582767487","0.9999999582767487","0.9999999761581421","0.9999999761581421","0.9999999761581421"
"4","1.000000011920929","1.000000011920929","1.000000011920929","0.9999999463558197","0.9999999463558197","0.9999999463558197","1.000000011920929","1.000000011920929","1.000000011920929","1.0000000417232513","1.0000000417232513","1.0000000417232513"
"5","1.0000000417232513","1.0000000417232513","1.0000000417232513","0.9999999821186065","0.9999999821186065","0.9999999821186065","1.0000000298023224","1.0000000298023224","1.0000000298023224","1.0000000178813935","1.0000000178813935","1.0000000178813935"
"6","1.0000000298023224","1.0000000298023224","1.0000000298023224","1.0000000238418578","1.0000000238418578","1.0000000238418578","0.9999999940395355","0.9999999940395355","0.9999999940395355","1.0000000417232513","1.0000000417232513","1.0000000417232513"
"7","1.000000011920929","1.000000011920929","1.000000011920929","1.0000000059604646","1.0000000059604646","1.0000000059604646","0.9999999701976776","0.9999999701976776","0.9999999701976776","0.9999999344348908","0.9999999344348908","0.9999999344348908"
"8","1.0000000059604646","1.0000000059604646","1.0000000059604646","0.9999999701976776","0.9999999701976776","0.9999999701976776","1.0000000238418578","1.0000000238418578","1.0000000238418578","0.9999999940395355","0.9999999940395355","0.9999999940395355"
"9","0.9999999642372132","0.9999999642372132","0.9999999642372132","1.0000000476837159","1.0000000476837159","1.0000000476837159","1.0000000178813935","1.0000000178813935","1.0000000178813935","1","1","1"
"10","1.0000000059604646","1.0000000059604646","1.0000000059604646","1.0000000298023224","1.0000000298023224","1.0000000298023224","0.9999999821186065","0.9999999821186065","0.9999999821186065","0.9999999761581421","0.9999999761581421","0.9999999761581421"
"11","0.9999999761581421","0.9999999761581421","0.9999999761581421","1.0000000059604646","1.0000000059604646","1.0000000059604646","1.0000000059604646","1.0000000059604646","1.0000000059604646","0.9999999940395355","0.9999999940395355","0.9999999940395355"
"12","0.9999999821186065","0.9999999821186065","0.9999999821186065","0.9999999761581421","0.9999999761581421","0.9999999761581421","1.0000000238418578","1.0000000238418578","1.0000000238418578","1.0000000238418578","1.0000000238418578","1.0000000238418578"
"13","1.0000000059604646","1.0000000059604646","1.0000000059604646","1.0000000178813935","1.0000000178813935","1.0000000178813935","1.0000000059604646","1.0000000059604646","1.0000000059604646","1","1","1"
"14","0.9999999940395355","0.9999999940395355","0.9999999940395355","1.0000000238418578","1.0000000238418578","1.0000000238418578","1.0000000059604646","1.0000000059604646","1.0000000059604646","0.9999999582767487","0.9999999582767487","0.9999999582767487"
"15","0.9999999582767487","0.9999999582767487","0.9999999582767487","1.0000000417232513","1.0000000417232513","1.0000000417232513","1.0000000476837159","1.0000000476837159","1.0000000476837159","1.0000000536441802","1.0000000536441802","1.0000000536441802"
"16","1","1","1","0.9999999880790711","0.9999999880790711","0.9999999880790711","0.9999999880790711","0.9999999880790711","0.9999999880790711","0.9999999463558197","0.9999999463558197","0.9999999463558197"
"17","1.000000035762787","1.000000035762787","1.000000035762787","1.0000000178813935","1.0000000178813935","1.0000000178813935","1.0000000417232513","1.0000000417232513","1.0000000417232513","1.0000000298023224","1.0000000298023224","1.0000000298023224"
"18","0.9999999880790711","0.9999999880790711","0.9999999880790711","1","1","1","1.0000000715255737","1.0000000715255737","1.0000000715255737","0.9999999821186065","0.9999999821186065","0.9999999821186065"
"19","0.9999999880790711","0.9999999880790711","0.9999999880790711","1.0000000059604646","1.0000000059604646","1.0000000059604646","0.9999999761581421","0.9999999761581421","0.9999999761581421","1.0000000059604646","1.0000000059604646","1.0000000059604646"
"20","1.000000011920929","1.000000011920929","1.000000011920929","1","1","1","1.0000000238418578","1.0000000238418578","1.0000000238418578","1.000000035762787","1.000000035762787","1.000000035762787"
"21","1.000000035762787","1.000000035762787","1.000000035762787","1.0000000298023224","1.0000000298023224","1.0000000298023224","0.9999999761581421","0.9999999761581421","0.9999999761581421","1.0000000178813935","1.0000000178813935","1.0000000178813935"
"22","1","1","1","0.9999999880790711","0.9999999880790711","0.9999999880790711","0.9999999523162841","0.9999999523162841","0.9999999523162841","1.0000001072883606","1.0000001072883606","1.0000001072883606"
"23","0.9999999582767487","0.9999999582767487","0.9999999582767487","0.9999999701976776","0.9999999701976776","0.9999999701976776","1","1","1","1.0000000178813935","1.0000000178813935","1.0000000178813935"
"24","0.9999999940395355","0.9999999940395355","0.9999999940395355","1.0000000178813935","1.0000000178813935","1.0000000178813935","0.9999999940395355","0.9999999940395355","0.9999999940395355","1","1","1"
"25","1","1","1","1","1","1","1","1","1","0.9999999582767487","0.9999999582767487","0.9999999582767487"
"26","0.49968562753492735","0.49968562753492735","0.49968562753492735","0.4969081687100697","0.4969081687100697","0.4969081687100697","0.4950273873590049","0.4950273873590049","0.4950273873590049","0.38811598941683767","0.38811598941683767","0.38811598941683767"
"27","0.4957448595407186","0.4957448595407186","0.4957448595407186","0.4939304823754355","0.4939304823754355","0.4939304823754355","0.4940771318244515","0.4940771318244515","0.4940771318244515","0.399471696279943","0.399471696279943","0.399471696279943"
"28","0.4931486543850042","0.4931486543850042","0.4931486543850042","0.4940793186426163","0.4940793186426163","0.4940793186426163","0.4928324064705521","0.4928324064705521","0.4928324064705521","0.4006914131343365","0.4006914131343365","0.4006914131343365"
"29","0.49456058638170364","0.49456058638170364","0.49456058638170364","0.4932880946435034","0.4932880946435034","0.4932880946435034","0.4933689916273579","0.4933689916273579","0.4933689916273579","0.4106386950239539","0.4106386950239539","0.4106386950239539"
"30","0.49262011946411804","0.49262011946411804","0.49262011946411804","0.49333470098208637","0.49333470098208637","0.49333470098208637","0.49344731485471127","0.49344731485471127","0.49344731485471127","0.40101465173065665","0.40101465173065665","0.40101465173065665"
"31","0.4942198734264821","0.4942198734264821","0.4942198734264821","0.49316818956285713","0.49316818956285713","0.49316818956285713","0.4941149969934486","0.4941149969934486","0.4941149969934486","0.40253056213259697","0.40253056213259697","0.40253056213259697"
"32","0.49232327486388383","0.49232327486388383","0.49232327486388383","0.4932665497311973","0.4932665497311973","0.4932665497311973","0.49247881330084053","0.49247881330084053","0.49247881330084053","0.39452303349971773","0.39452303349971773","0.39452303349971773"
"33","0.49214512155158446","0.49214512155158446","0.49214512155158446","0.4913357973564416","0.4913357973564416","0.4913357973564416","0.49270861537661403","0.49270861537661403","0.49270861537661403","0.4037106689065695","0.4037106689065695","0.4037106689065695"
"34","0.4913940965663642","0.4913940965663642","0.4913940965663642","0.4931251377100125","0.4931251377100125","0.4931251377100125","0.49221615083515646","0.49221615083515646","0.49221615083515646","0.4161511777434498","0.4161511777434498","0.4161511777434498"
"35","0.49129648299422113","0.49129648299422113","0.49129648299422113","0.492268117563799","0.492268117563799","0.492268117563799","0.4920798464212567","0.4920798464212567","0.4920798464212567","0.41218889877200127","0.41218889877200127","0.41218889877200127"
"36","0.4905170653248206","0.4905170653248206","0.4905170653248206","0.4916190062649548","0.4916190062649548","0.4916190062649548","0.4915154511574656","0.4915154511574656","0.4915154511574656","0.4119209536351264","0.4119209536351264","0.4119209536351264"
"37","0.49021712616086005","0.49021712616086005","0.49021712616086005","0.4909109679982066","0.4909109679982066","0.4909109679982066","0.49068817403167486","0.49068817403167486","0.49068817403167486","0.4121245514601469","0.4121245514601469","0.4121245514601469"
"38","0.4890228454489261","0.4890228454489261","0.4890228454489261","0.4907483553979546","0.4907483553979546","0.4907483553979546","0.4903576199896634","0.4903576199896634","0.4903576199896634","0.40207582656294105","0.40207582656294105","0.40207582656294105"
"39","0.48853638297878205","0.48853638297878205","0.48853638297878205","0.4903306112159044","0.4903306112159044","0.4903306112159044","0.4902461329009384","0.4902461329009384","0.4902461329009384","0.40255924612283706","0.40255924612283706","0.40255924612283706"
"40","0.48686131536960603","0.48686131536960603","0.48686131536960603","0.48928860544692726","0.48928860544692726","0.48928860544692726","0.48917165654711425","0.48917165654711425","0.48917165654711425","0.4232136950362474","0.4232136950362474","0.4232136950362474"
"41","0.4869545766618103","0.4869545766618103","0.4869545766618103","0.4902964196167886","0.4902964196167886","0.4902964196167886","0.48933953093364835","0.48933953093364835","0.48933953093364835","0.41724839629605415","0.41724839629605415","0.41724839629605415"
"42","0.4863918534480035","0.4863918534480035","0.4863918534480035","0.488725198386237","0.488725198386237","0.488725198386237","0.4881246068980545","0.4881246068980545","0.4881246068980545","0.41124009462073446","0.41124009462073446","0.41124009462073446"
"43","0.48590486058965326","0.48590486058965326","0.48590486058965326","0.488586027501151","0.488586027501151","0.488586027501151","0.48840077449567615","0.48840077449567615","0.48840077449567615","0.42415390349924564","0.42415390349924564","0.42415390349924564"
"44","0.4844642074778676","0.4844642074778676","0.4844642074778676","0.48765789098106327","0.48765789098106327","0.48765789098106327","0.4883046182338148","0.4883046182338148","0.4883046182338148","0.4247595429420471","0.4247595429420471","0.4247595429420471"
"45","0.48350816052407025","0.48350816052407025","0.48350816052407025","0.48720377704594287","0.48720377704594287","0.48720377704594287","0.48753545004874466","0.48753545004874466","0.48753545004874466","0.42809381913393735","0.42809381913393735","0.42809381913393735"
"46","0.4830121222883463","0.4830121222883463","0.4830121222883463","0.48651287192478776","0.48651287192478776","0.48651287192478776","0.48612750358879564","0.48612750358879564","0.48612750358879564","0.41515925005078314","0.41515925005078314","0.41515925005078314"
"47","0.48208814272657036","0.48208814272657036","0.48208814272657036","0.48563281651586293","0.48563281651586293","0.48563281651586293","0.48582751560024917","0.48582751560024917","0.48582751560024917","0.4183572417125106","0.4183572417125106","0.4183572417125106"
"48","0.4819816887378693","0.4819816887378693","0.4819816887378693","0.4852241366170347","0.4852241366170347","0.4852241366170347","0.4856829450465739","0.4856829450465739","0.4856829450465739","0.42364717945456504","0.42364717945456504","0.42364717945456504"
"49","0.48075789054855705","0.48075789054855705","0.48075789054855705","0.4841955929063261","0.4841955929063261","0.4841955929063261","0.4851111205294728","0.4851111205294728","0.4851111205294728","0.44347474351525307","0.44347474351525307","0.44347474351525307"
"50","0.47952767219394443","0.47952767219394443","0.47952767219394443","0.4834833982400596","0.4834833982400596","0.4834833982400596","0.48349999291822315","0.48349999291822315","0.48349999291822315","0.44506129939109085","0.44506129939109085","0.44506129939109085"
"51","0.3445896688434813","0.3445896688434813","0.3445896688434813","0.34743976381917796","0.34743976381917796","0.34743976381917796","0.347544445304407","0.347544445304407","0.347544445304407","0.2789038810465071","0.2789038810465071","0.2789038810465071"
"52","0.3429624433318774","0.3429624433318774","0.3429624433318774","0.3453158621158865","0.3453158621158865","0.3453158621158865","0.3458223696384165","0.3458223696384165","0.3458223696384165","0.29326218085156547","0.29326218085156547","0.29326218085156547"
"53","0.34132115766406057","0.34132115766406057","0.34132115766406057","0.34536779125531514","0.34536779125531514","0.34536779125531514","0.3449950081606706","0.3449950081606706","0.3449950081606706","0.29758050963282584","0.29758050963282584","0.29758050963282584"
"54","0.34066063339511554","0.34066063339511554","0.34066063339511554","0.3440715106825034","0.3440715106825034","0.3440715106825034","0.3431134810878171","0.3431134810878171","0.3431134810878171","0.2817190034521951","0.2817190034521951","0.2817190034521951"
"55","0.3393909664617644","0.3393909664617644","0.3393909664617644","0.3430950526562002","0.3430950526562002","0.3430950526562002","0.3429490121702353","0.3429490121702353","0.3429490121702353","0.2938931241631508","0.2938931241631508","0.2938931241631508"
"56","0.33903254369894664","0.33903254369894664","0.33903254369894664","0.34248364203506043","0.34248364203506043","0.34248364203506043","0.34240327270494564","0.34240327270494564","0.34240327270494564","0.294505851301882","0.294505851301882","0.294505851301882"
"57","0.3383918373121156","0.3383918373121156","0.3383918373121156","0.3410336353712612","0.3410336353712612","0.3410336353712612","0.34103544362717203","0.34103544362717203","0.34103544362717203","0.28797395494249134","0.28797395494249134","0.28797395494249134"
"58","0.33652118576897516","0.33652118576897516","0.33652118576897516","0.34025609956847297","0.34025609956847297","0.34025609956847297","0.34008597110708555","0.34008597110708555","0.34008597110708555","0.3092118989262316","0.3092118989262316","0.3092118989262316"
"59","0.3357612534529633","0.3357612534529633","0.3357612534529633","0.3387607535554303","0.3387607535554303","0.3387607535554303","0.3383351840078831","0.3383351840078831","0.3383351840078831","0.3069932983153396","0.3069932983153396","0.3069932983153396"
"60","0.3351954981684685","0.3351954981684685","0.3351954981684685","0.3383254194425212","0.3383254194425212","0.3383254194425212","0.3371342904865742","0.3371342904865742","0.3371342904865742","0.3048249931178159","0.3048249931178159","0.3048249931178159"
"61","0.3337580215599802","0.3337580215599802","0.3337580215599802","0.33698793434434465","0.33698793434434465","0.33698793434434465","0.3371793669958909","0.3371793669958909","0.3371793669958909","0.29607562141286003","0.29607562141286003","0.29607562141286003"
"62","0.3324649187425772","0.3324649187425772","0.3324649187425772","0.3361228215197722","0.3361228215197722","0.3361228215197722","0.33562630001041627","0.33562630001041627","0.33562630001041627","0.3032272219657898","0.3032272219657898","0.3032272219657898"
"63","0.3321203796399964","0.3321203796399964","0.3321203796399964","0.33485034108161926","0.33485034108161926","0.33485034108161926","0.3343712358838982","0.3343712358838982","0.3343712358838982","0.3099783566262987","0.3099783566262987","0.3099783566262987"
"64","0.3315398713780774","0.3315398713780774","0.3315398713780774","0.33412707216209836","0.33412707216209836","0.33412707216209836","0.33486122662822404","0.33486122662822404","0.33486122662822404","0.3044912392894427","0.3044912392894427","0.3044912392894427"
"65","0.33039821022086674","0.33039821022086674","0.33039821022086674","0.3331431404583984","0.3331431404583984","0.3331431404583984","0.3338154204189777","0.3338154204189777","0.3338154204189777","0.3034748954905404","0.3034748954905404","0.3034748954905404"
"66","0.3294070090684626","0.3294070090684626","0.3294070090684626","0.3327081318530771","0.3327081318530771","0.3327081318530771","0.3333291235897276","0.3333291235897276","0.3333291235897276","0.3038006752729416","0.3038006752729416","0.3038006752729416"
"67","0.3290627770953708","0.3290627770953708","0.3290627770953708","0.3320909293161498","0.3320909293161498","0.3320909293161498","0.33138844958610003","0.33138844958610003","0.33138844958610003","0.31708194745911494","0.31708194745911494","0.31708194745911494"
"68","0.3275169433818923","0.3275169433818923","0.3275169433818923","0.33117258267270194","0.33117258267270194","0.33117258267270194","0.33036271590325567","0.33036271590325567","0.33036271590325567","0.307917919754982","0.307917919754982","0.307917919754982"
"69","0.32668670929140514","0.32668670929140514","0.32668670929140514","0.3302014551228947","0.3302014551228947","0.3302014551228947","0.33031245064404274","0.33031245064404274","0.33031245064404274","0.3051601219508383","0.3051601219508383","0.3051601219508383"
"70","0.3256523776385519","0.3256523776385519","0.3256523776385519","0.3303440229760276","0.3303440229760276","0.3303440229760276","0.32986943332685364","0.32986943332685364","0.32986943332685364","0.3065631334980329","0.3065631334980329","0.3065631334980329"
"71","0.3259977110558086","0.3259977110558086","0.3259977110558086","0.32899896113408933","0.32899896113408933","0.32899896113408933","0.3286496200495296","0.3286496200495296","0.3286496200495296","0.317319134540028","0.317319134540028","0.317319134540028"
"72","0.3247909093896548","0.3247909093896548","0.3247909093896548","0.3281122117406792","0.3281122117406792","0.3281122117406792","0.3274342339071963","0.3274342339071963","0.3274342339071963","0.3291444789411293","0.3291444789411293","0.3291444789411293"
"73","0.32512337615092596","0.32512337615092596","0.32512337615092596","0.327541826499833","0.327541826499833","0.327541826499833","0.3272947526640362","0.3272947526640362","0.3272947526640362","0.31857617220116985","0.31857617220116985","0.31857617220116985"
"74","0.32399374478393134","0.32399374478393134","0.32399374478393134","0.3271571011179023","0.3271571011179023","0.3271571011179023","0.32705740133921307","0.32705740133921307","0.32705740133921307","0.3129450832804044","0.3129450832804044","0.3129450832804044"
"75","0.32399246808555393","0.32399246808555393","0.32399246808555393","0.3263724513351917","0.3263724513351917","0.3263724513351917","0.3254850164055824","0.3254850164055824","0.3254850164055824","0.31769459694623947","0.31769459694623947","0.31769459694623947"
"76","0.26258191289380195","0.26258191289380195","0.26258191289380195","0.26581365927122536","0.26581365927122536","0.26581365927122536","0.2633869790937752","0.2633869790937752","0.2633869790937752","0.25298737483099104","0.25298737483099104","0.25298737483099104"
"77","0.25990837113931775","0.25990837113931775","0.25990837113931775","0.262898282520473","0.262898282520473","0.262898282520473","0.26319793090224264","0.26319793090224264","0.26319793090224264","0.259568799554836","0.259568799554836","0.259568799554836"
"78","0.2600710936821997","0.2600710936821997","0.2600710936821997","0.26206424124538896","0.26206424124538896","0.26206424124538896","0.2619857176207006","0.2619857176207006","0.2619857176207006","0.251438725553453","0.251438725553453","0.251438725553453"
"79","0.26037936061620715","0.26037936061620715","0.26037936061620715","0.2625069035217166","0.2625069035217166","0.2625069035217166","0.26140805138275025","0.26140805138275025","0.26140805138275025","0.25789880072697996","0.25789880072697996","0.25789880072697996"
"80","0.2594035295769572","0.2594035295769572","0.2594035295769572","0.2616776963695884","0.2616776963695884","0.2616776963695884","0.2609336397610605","0.2609336397610605","0.2609336397610605","0.26774426475167273","0.26774426475167273","0.26774426475167273"
"81","0.2598730448633432","0.2598730448633432","0.2598730448633432","0.26162665588781236","0.26162665588781236","0.26162665588781236","0.26182306222617624","0.26182306222617624","0.26182306222617624","0.25687036560848353","0.25687036560848353","0.25687036560848353"
"82","0.2595994192175567","0.2595994192175567","0.2595994192175567","0.26237626625224947","0.26237626625224947","0.26237626625224947","0.26133036725223063","0.26133036725223063","0.26133036725223063","0.2563979178201407","0.2563979178201407","0.2563979178201407"
"83","0.2596793442033231","0.2596793442033231","0.2596793442033231","0.26110067116096614","0.26110067116096614","0.26110067116096614","0.26144917141646146","0.26144917141646146","0.26144917141646146","0.2683569830376655","0.2683569830376655","0.2683569830376655"
"84","0.2580128020606935","0.2580128020606935","0.2580128020606935","0.2612418540753424","0.2612418540753424","0.2612418540753424","0.25980999879539013","0.25980999879539013","0.25980999879539013","0.2618323120288551","0.2618323120288551","0.2618323120288551"
"85","0.25782700441777706","0.25782700441777706","0.25782700441777706","0.2614345309324563","0.2614345309324563","0.2614345309324563","0.26039050696417687","0.26039050696417687","0.26039050696417687","0.27574817263521256","0.27574817263521256","0.27574817263521256"
"86","0.25815294133499267","0.25815294133499267","0.25815294133499267","0.25975960195064546","0.25975960195064546","0.25975960195064546","0.2594414637424052","0.2594414637424052","0.2594414637424052","0.2644958011806011","0.2644958011806011","0.2644958011806011"
"87","0.25699702547863124","0.25699702547863124","0.25699702547863124","0.2595147129148245","0.2595147129148245","0.2595147129148245","0.25912219658493996","0.25912219658493996","0.25912219658493996","0.2819466248503886","0.2819466248503886","0.2819466248503886"
"88","0.25711865089833735","0.25711865089833735","0.25711865089833735","0.2596877284348011","0.2596877284348011","0.2596877284348011","0.25887753823772075","0.25887753823772075","0.25887753823772075","0.2509210304357111","0.2509210304357111","0.2509210304357111"
"89","0.25673947082832455","0.25673947082832455","0.25673947082832455","0.2580130589194596","0.2580130589194596","0.2580130589194596","0.2587192105129361","0.2587192105129361","0.2587192105129361","0.2760363394860178","0.2760363394860178","0.2760363394860178"
"90","0.2563913864083588","0.2563913864083588","0.2563913864083588","0.2585316590964794","0.2585316590964794","0.2585316590964794","0.2579002622514963","0.2579002622514963","0.2579002622514963","0.27607617736794055","0.27607617736794055","0.27607617736794055"
"91","0.256174126919359","0.256174126919359","0.256174126919359","0.25712442258372903","0.25712442258372903","0.25712442258372903","0.25746030230075123","0.25746030230075123","0.25746030230075123","0.2816449076810386","0.2816449076810386","0.2816449076810386"
"92","0.25569358430802824","0.25569358430802824","0.25569358430802824","0.2580550413578749","0.2580550413578749","0.2580550413578749","0.25732318935915827","0.25732318935915827","0.25732318935915827","0.2620330571196973","0.2620330571196973","0.2620330571196973"
"93","0.2553916425444186","0.2553916425444186","0.2553916425444186","0.25650315852835776","0.25650315852835776","0.25650315852835776","0.25718897497281434","0.25718897497281434","0.25718897497281434","0.2780393567401916","0.2780393567401916","0.2780393567401916"
"94","0.2542007156647742","0.2542007156647742","0.2542007156647742","0.2566165322437882","0.2566165322437882","0.2566165322437882","0.2565128535032272","0.2565128535032272","0.2565128535032272","0.27471258453824704","0.27471258453824704","0.27471258453824704"
"95","0.2548722684383392","0.2548722684383392","0.2548722684383392","0.2561351050622761","0.2561351050622761","0.2561351050622761","0.25555832162499426","0.25555832162499426","0.25555832162499426","0.2835391669534147","0.2835391669534147","0.2835391669534147"
"96","0.25379738174378874","0.25379738174378874","0.25379738174378874","0.2552027360536158","0.2552027360536158","0.2552027360536158","0.25546787697821854","0.25546787697821854","0.25546787697821854","0.2736167690716684","0.2736167690716684","0.2736167690716684"
"97","0.25260437093675137","0.25260437093675137","0.25260437093675137","0.2552633793093264","0.2552633793093264","0.2552633793093264","0.2551489513367414","0.2551489513367414","0.2551489513367414","0.29935957798588786","0.29935957798588786","0.29935957798588786"
"98","0.2531244163401425","0.2531244163401425","0.2531244163401425","0.2552608109079301","0.2552608109079301","0.2552608109079301","0.25537278056144713","0.25537278056144713","0.25537278056144713","0.28506435367744415","0.28506435367744415","0.28506435367744415"
"99","0.2525807352736592","0.2525807352736592","0.2525807352736592","0.2559252820909023","0.2559252820909023","0.2559252820909023","0.25522203026339413","0.25522203026339413","0.25522203026339413","0.2856789905577898","0.2856789905577898","0.2856789905577898"
"100","0.25253907684236765","0.25253907684236765","0.25253907684236765","0.2547378592193127","0.2547378592193127","0.2547378592193127","0.25399475628510115","0.25399475628510115","0.25399475628510115","0.27848320961929857","0.27848320961929857","0.27848320961929857"
"101","0.22371264064311983","0.22371264064311983","0.22371264064311983","0.22575535839796065","0.22575535839796065","0.22575535839796065","0.22441772586107253","0.22441772586107253","0.22441772586107253","0.23928115272521971","0.23928115272521971","0.23928115272521971"
"102","0.2210828120112419","0.2210828120112419","0.2210828120112419","0.2224607463479042","0.2224607463479042","0.2224607463479042","0.22213988620042802","0.22213988620042802","0.22213988620042802","0.24343735873699188","0.24343735873699188","0.24343735873699188"
"103","0.2194633836746216","0.2194633836746216","0.2194633836746216","0.22259302872419356","0.22259302872419356","0.22259302872419356","0.22047959357500077","0.22047959357500077","0.22047959357500077","0.24223934757709503","0.24223934757709503","0.24223934757709503"
"104","0.21938844907283783","0.21938844907283783","0.21938844907283783","0.222385112285614","0.222385112285614","0.222385112285614","0.2208136131167412","0.2208136131167412","0.2208136131167412","0.2443007630109787","0.2443007630109787","0.2443007630109787"
"105","0.21976482313871384","0.21976482313871384","0.21976482313871384","0.22293938559293747","0.22293938559293747","0.22293938559293747","0.2212058666944504","0.2212058666944504","0.2212058666944504","0.26389386086910965","0.26389386086910965","0.26389386086910965"
"106","0.22027568805217743","0.22027568805217743","0.22027568805217743","0.22153568357229234","0.22153568357229234","0.22153568357229234","0.2210813792347908","0.2210813792347908","0.2210813792347908","0.2500474039018154","0.2500474039018154","0.2500474039018154"
"107","0.2193872582912445","0.2193872582912445","0.2193872582912445","0.22168655663728715","0.22168655663728715","0.22168655663728715","0.2207354106903076","0.2207354106903076","0.2207354106903076","0.2611163532063365","0.2611163532063365","0.2611163532063365"
"108","0.2188230884075165","0.2188230884075165","0.2188230884075165","0.22171144837141038","0.22171144837141038","0.22171144837141038","0.22081459319591523","0.22081459319591523","0.22081459319591523","0.2520803742706776","0.2520803742706776","0.2520803742706776"
"109","0.21935894513130189","0.21935894513130189","0.21935894513130189","0.2217062022089958","0.2217062022089958","0.2217062022089958","0.22023982924222946","0.22023982924222946","0.22023982924222946","0.25581108368933203","0.25581108368933203","0.25581108368933203"
"110","0.21951450264453887","0.21951450264453887","0.21951450264453887","0.220474036693573","0.220474036693573","0.220474036693573","0.22076108235120773","0.22076108235120773","0.22076108235120773","0.25589215391874315","0.25589215391874315","0.25589215391874315"
"111","0.21840213465690614","0.21840213465690614","0.21840213465690614","0.22098302578926088","0.22098302578926088","0.22098302578926088","0.21994320464134215","0.21994320464134215","0.21994320464134215","0.2641899365186691","0.2641899365186691","0.2641899365186691"
"112","0.2183351423740387","0.2183351423740387","0.2183351423740387","0.22075826495885847","0.22075826495885847","0.22075826495885847","0.21905450516939162","0.21905450516939162","0.21905450516939162","0.2799377842620015","0.2799377842620015","0.2799377842620015"
"113","0.21781706434488296","0.21781706434488296","0.21781706434488296","0.21956972336769104","0.21956972336769104","0.21956972336769104","0.21890608674287795","0.21890608674287795","0.21890608674287795","0.2595671351924539","0.2595671351924539","0.2595671351924539"
"114","0.21784985965490342","0.21784985965490342","0.21784985965490342","0.22003678119182588","0.22003678119182588","0.22003678119182588","0.21908486741781236","0.21908486741781236","0.21908486741781236","0.2594076389670372","0.2594076389670372","0.2594076389670372"
"115","0.2167131210565567","0.2167131210565567","0.2167131210565567","0.219484048306942","0.219484048306942","0.219484048306942","0.21833637237548828","0.21833637237548828","0.21833637237548828","0.2848031423743814","0.2848031423743814","0.2848031423743814"
"116","0.21634496933221817","0.21634496933221817","0.21634496933221817","0.21889535266160964","0.21889535266160964","0.21889535266160964","0.2178590340614319","0.2178590340614319","0.2178590340614319","0.263789818353951","0.263789818353951","0.263789818353951"
"117","0.21770154243707657","0.21770154243707657","0.21770154243707657","0.21817786478996276","0.21817786478996276","0.21817786478996276","0.217172702729702","0.217172702729702","0.217172702729702","0.270372274056077","0.270372274056077","0.270372274056077"
